element,centroid_x,centroid_y,E,Gc,history
259,0.7777777777777777,0.47222222222222215,450.0,1.0,1.4400000000000006
260,0.8888888888888888,0.4444444444444444,1000.0,1.0,3.1999999999999975
261,0.861111111111111,0.47222222222222215,1000.0,1.0,3.1999999999999975
262,0.9722222222222222,0.4444444444444444,1000.0,1.0,3.1999999999999975
263,0.9444444444444443,0.47222222222222215,1000.0,1.0,3.1999999999999975
264,1.0555555555555554,0.4444444444444444,1000.0,1.0,3.2000000000000006
265,1.0277777777777777,0.47222222222222215,1000.0,1.0,3.2000000000000006
266,1.1388888888888888,0.4444444444444444,1000.0,1.0,3.200000000000001
267,1.111111111111111,0.47222222222222215,1000.0,1.0,3.200000000000001
268,1.222222222222222,0.4444444444444444,1000.0,1.0,3.200000000000001
269,1.1944444444444444,0.47222222222222215,1000.0,1.0,3.200000000000001
270,1.3055555555555554,0.4444444444444444,1000.0,0.35,3.200000000000001
271,1.2777777777777777,0.47222222222222215,1000.0,0.35,3.200000000000001
272,1.3888888888888886,0.4444444444444444,1000.0,0.35,3.200000000000001
273,1.361111111111111,0.47222222222222215,1000.0,0.35,3.200000000000001
274,1.472222222222222,0.4444444444444444,1000.0,1.0,3.2000000000000006
275,1.4444444444444444,0.47222222222222215,1000.0,1.0,3.2000000000000006
276,1.5555555555555554,0.4444444444444444,1000.0,1.0,3.2000000000000006
277,1.5277777777777777,0.47222222222222215,1000.0,1.0,3.2000000000000006
278,1.6388888888888886,0.4444444444444444,1000.0,1.0,3.200000000000001
279,1.611111111111111,0.47222222222222215,1000.0,1.0,3.200000000000001
280,1.722222222222222,0.4444444444444444,1000.0,1.0,3.200000000000001
281,1.6944444444444444,0.47222222222222215,1000.0,1.0,3.200000000000001
282,1.8055555555555554,0.4444444444444444,1000.0,1.0,3.2000000000000006
283,1.7777777777777777,0.47222222222222215,1000.0,1.0,3.2000000000000006
284,1.8888888888888886,0.4444444444444444,1000.0,1.0,3.2000000000000006
285,1.861111111111111,0.47222222222222215,1000.0,1.0,3.2000000000000006
286,1.972222222222222,0.4444444444444444,1000.0,1.0,3.200000000000001
287,1.9444444444444444,0.47222222222222215,1000.0,1.0,3.200000000000001
288,0.05555555555555555,0.5277777777777778,1000.0,1.0,3.199999999999997
289,0.027777777777777776,0.5555555555555555,1000.0,1.0,3.199999999999997
290,0.13888888888888887,0.5277777777777778,1000.0,1.0,3.199999999999997
