node,x,y,damage
231,0.5,0.75,0.32764917166023083
232,0.5833333333333333,0.75,0.31914174850724114
233,0.6666666666666666,0.75,0.31179718254247013
234,0.75,0.75,0.322748859790603
235,0.8333333333333333,0.75,0.3303233082187874
236,0.9166666666666666,0.75,0.33686198286051044
237,1.0,0.75,0.3393415369640129
238,1.0833333333333333,0.75,0.343387112584331
239,1.1666666666666665,0.75,0.35815096945784747
240,1.25,0.75,0.41694390216932914
241,1.3333333333333333,0.75,0.5420276344459077
242,1.4166666666666665,0.75,0.4170615730539267
243,1.5,0.75,0.35821028019397205
244,1.5833333333333333,0.75,0.34350946955274686
245,1.6666666666666665,0.75,0.33984001854792645
246,1.75,0.75,0.3389259773005276
247,1.8333333333333333,0.75,0.3386991548256962
248,1.9166666666666665,0.75,0.33864381414928213
249,2.0,0.75,0.33863333747846813
250,0.0,0.8333333333333333,0.3386115774138207
251,0.08333333333333333,0.8333333333333333,0.33860169560011444
252,0.16666666666666666,0.8333333333333333,0.33855665138871355
253,0.25,0.8333333333333333,0.33842063774534914
254,0.3333333333333333,0.8333333333333333,0.33805091544238586
255,0.41666666666666663,0.8333333333333333,0.3371693323586565
256,0.5,0.8333333333333333,0.3354983703535413
257,0.5833333333333333,0.8333333333333333,0.33361082056005925
258,0.6666666666666666,0.8333333333333333,0.3325937160504884
259,0.75,0.8333333333333333,0.3349972076057795
260,0.8333333333333333,0.8333333333333333,0.3368310485531403
261,0.9166666666666666,0.8333333333333333,0.3384178598983446
262,1.0,0.8333333333333333,0.3397189223007433
263,1.0833333333333333,0.8333333333333333,0.3434969684651095
264,1.1666666666666665,0.8333333333333333,0.35818528701891666
265,1.25,0.8333333333333333,0.41670691882306843
266,1.3333333333333333,0.8333333333333333,0.5419292299422781
267,1.4166666666666665,0.8333333333333333,0.4173300868490948
268,1.5,0.8333333333333333,0.35829104297129327
269,1.5833333333333333,0.8333333333333333,0.3435076704909056
270,1.6666666666666665,0.8333333333333333,0.3398280161314984
271,1.75,0.8333333333333333,0.3389189447067897
272,1.8333333333333333,0.8333333333333333,0.33869620181707627
273,1.9166666666666665,0.8333333333333333,0.33864269137733605
274,2.0,0.8333333333333333,0.338632652304841
275,0.0,0.9166666666666666,0.33861738764457977
276,0.08333333333333333,0.9166666666666666,0.338612904546904
277,0.16666666666666666,0.9166666666666666,0.3385932905700602
278,0.25,0.9166666666666666,0.3385396951622158
279,0.3333333333333333,0.9166666666666666,0.33841090408251884
280,0.41666666666666663,0.9166666666666666,0.33814545392359635
281,0.5,0.9166666666666666,0.3377199012038592
282,0.5833333333333333,0.9166666666666666,0.33730533763270404
283,0.6666666666666666,0.9166666666666666,0.3371972873589543
284,0.75,0.9166666666666666,0.33776480658012653
285,0.8333333333333333,0.9166666666666666,0.33826170425682506
286,0.9166666666666666,0.9166666666666666,0.3388147404203826
287,1.0,0.9166666666666666,0.3398676353542409
288,1.0833333333333333,0.9166666666666666,0.3436373323454123
289,1.1666666666666665,0.9166666666666666,0.35826403634611326
290,1.25,0.9166666666666666,0.415308713022687
291,1.3333333333333333,0.9166666666666666,0.5416654669242996
292,1.4166666666666665,0.9166666666666666,0.41882143771845814
293,1.5,0.9166666666666666,0.3584440104813689
294,1.5833333333333333,0.9166666666666666,0.3434189365611515
295,1.6666666666666665,0.9166666666666666,0.33976819829737837
296,1.75,0.9166666666666666,0.3388947794923014
297,1.8333333333333333,0.9166666666666666,0.3386880945321866
298,1.9166666666666665,0.9166666666666666,0.33864010447504445
299,2.0,0.9166666666666666,0.33863122345485147
300,0.0,1.0,0.3386183938456226
301,0.08333333333333333,1.0,0.3386156357845831
