step,max_d,max_H,Solid solve Time,Compute Strain Time,Driving Force Time,Phase Solve Time,Total Step Time
251,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005913019
252,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005861044
253,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005836487
254,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005840540
255,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005843163
256,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005846500
257,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005859852
258,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005841732
259,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005828857
260,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005842686
261,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005832195
262,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005469561
263,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005450726
264,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005469084
265,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005443096
266,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005469561
267,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005437851
268,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005470991
269,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005494595
270,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005472183
271,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005473614
272,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005474567
273,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005465031
274,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005447865
