step,t_us,crack_tip_x_mm,n_crack_tips,crack_vel_mms,crack_vel_frac_cR,branched
21200,33.1943,23.615319,1,333697.41,0.3628,0
21220,33.2256,23.629762,1,461229.21,0.5014,0
21240,33.2569,23.665106,1,1128624.03,1.2269,0
21260,33.2883,23.679549,1,461229.21,0.5014,0
21280,33.3196,23.693993,1,461229.21,0.5014,0
21300,33.3509,23.714892,1,667394.82,0.7255,0
21320,33.3822,23.743780,1,922458.43,1.0028,0
21340,33.4135,23.754229,1,333697.41,0.3628,0
21360,33.4448,23.775129,1,667394.82,0.7255,0
21380,33.4762,23.793568,1,588793.93,0.6401,0
21400,33.5075,23.818461,1,794920.21,0.8641,0
21420,33.5388,23.843354,1,794927.37,0.8642,0
21440,33.5701,23.868247,1,794899.38,0.8641,0
21460,33.6014,23.878697,1,333697.41,0.3628,0
21480,33.6327,23.903590,1,794926.62,0.8642,0
21500,33.6641,23.928484,1,794926.62,0.8642,0
21520,33.6954,23.942927,1,461229.21,0.5014,0
21540,33.7267,23.957371,1,461229.21,0.5014,0
21560,33.7580,23.982264,1,794926.62,0.8642,0
21580,33.7893,23.992714,1,333697.41,0.3628,0
21600,33.8206,24.028057,1,1128624.03,1.2269,0
21620,33.8519,24.042501,1,461229.21,0.5014,0
21640,33.8833,24.056944,1,461229.21,0.5014,0
21660,33.9146,24.092288,1,1128624.03,1.2269,0
21680,33.9459,24.106731,1,461229.21,0.5014,0
21700,33.9772,24.117181,1,333697.41,0.3628,0
21720,34.0085,24.142075,1,794926.62,0.8642,0
21740,34.0398,24.152525,1,333697.41,0.3628,0
21760,34.0712,24.181412,1,922458.43,1.0028,0
21780,34.1025,24.206305,1,794926.62,0.8642,0
21800,34.1338,24.216755,1,333697.41,0.3628,0
21820,34.1651,24.231199,1,461229.21,0.5014,0
21840,34.1964,24.270536,1,1256155.84,1.3655,0
21860,34.2277,24.291435,1,667394.82,0.7255,0
21880,34.2590,24.295429,1,127531.80,0.1386,0
21900,34.2904,24.320322,1,794926.62,0.8642,0
21920,34.3217,24.341222,1,667394.82,0.7255,0
21940,34.3530,24.355666,1,461229.21,0.5014,0
21960,34.3843,24.401459,1,1462321.44,1.5897,0
21980,34.4156,24.405453,1,127531.80,0.1386,0
22000,34.4469,24.430346,1,794926.62,0.8642,0
22020,34.4783,24.444790,1,461229.21,0.5014,0
22040,34.5096,24.465689,1,667394.82,0.7255,0
22060,34.5409,24.480133,1,461229.21,0.5014,0
22080,34.5722,24.519470,1,1256155.84,1.3655,0
22100,34.6035,24.529920,1,333697.41,0.3628,0
22120,34.6348,24.544363,1,461229.21,0.5014,0
22140,34.6661,24.569257,1,794926.62,0.8642,0
22160,34.6975,24.583700,1,461229.21,0.5014,0
22180,34.7288,24.608594,1,794926.62,0.8642,0
22200,34.7601,24.629494,1,667394.82,0.7255,0
22220,34.7914,24.643937,1,461229.21,0.5014,0
22240,34.8227,24.658381,1,461229.21,0.5014,0
22260,34.8540,24.704174,1,1462321.44,1.5897,0
22280,34.8854,24.708168,1,127531.80,0.1386,0
22300,34.9167,24.722611,1,461229.21,0.5014,0
22320,34.9480,24.757955,1,1128624.03,1.2269,0
22340,34.9793,24.772398,1,461229.21,0.5014,0
22360,35.0106,24.782848,1,333697.41,0.3628,0
22380,35.0419,24.807741,1,794926.62,0.8642,0
22400,35.0732,24.822185,1,461229.21,0.5014,0
22420,35.1046,24.847078,1,794926.62,0.8642,0
22440,35.1359,24.871972,1,794926.62,0.8642,0
22460,35.1672,24.892872,1,667394.82,0.7255,0
22480,35.1985,24.907315,1,461229.21,0.5014,0
22500,35.2298,24.932209,1,794926.62,0.8642,0
22520,35.2611,24.957102,1,794926.62,0.8642,0
22540,35.2925,24.971546,1,461229.21,0.5014,0
22560,35.3238,24.996439,1,794926.62,0.8642,0
22580,35.3551,25.010883,1,461229.21,0.5014,0
22600,35.3864,25.031782,1,667394.82,0.7255,0
22620,35.4177,25.056676,1,794926.62,0.8642,0
22640,35.4490,25.071119,1,461229.21,0.5014,0
22660,35.4803,25.110456,1,1256155.84,1.3655,0
22680,35.5117,25.120906,1,333697.41,0.3628,0
22700,35.5430,25.131356,1,333697.41,0.3628,0
22720,35.5743,25.160243,1,922458.43,1.0028,0
22740,35.6056,25.170693,1,333697.41,0.3628,0
22760,35.6369,25.210030,1,1256152.97,1.3655,0
22780,35.6682,25.220480,1,333695.61,0.3628,0
22800,35.6996,25.249366,1,922430.94,1.0028,0
22820,35.7309,25.274258,1,794886.11,0.8641,0
22840,35.7622,25.299150,1,794874.66,0.8641,0
22860,35.7935,25.324005,1,793705.32,0.8628,0
22880,35.8248,25.338478,1,462166.12,0.5024,0
22900,35.8561,25.373801,1,1127956.83,1.2262,0
22920,35.8874,25.388278,1,462305.43,0.5026,0
22940,35.9188,25.413171,1,794926.62,0.8642,0
22960,35.9501,25.438065,1,794926.62,0.8642,0
22980,35.9814,25.452508,1,461229.21,0.5014,0
23000,36.0127,25.477402,1,794926.62,0.8642,0
23020,36.0440,25.498302,1,667394.82,0.7255,0
23040,36.0753,25.512745,1,461229.21,0.5014,0
23060,36.1067,25.527189,1,461229.21,0.5014,0
